Name,Team,GS,IP,Balls,Strikes,Pitches,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv
Gabriel Moya,Twins,6,7,54,89,143,39.2,89.20,9.1,81.40,,,8.4,80.40,43.4,81.50,,,,
Dietrich Enns,Twins,1,2.1,16,37,53,62.3,89.50,24.5,79.90,,,,,13.2,81.00,,,,
Ryan Borucki,Blue Jays,17,97.2,589,993,1582,58.7,91.50,18.0,79.90,,,,,23.3,83.40,,,,
Chase Anderson,- - -,133,716,4326,7487,11813,56.9,91.80,,,6.0,88.90,16.4,77.10,20.7,82.00,,,,
Raisel Iglesias,Reds,21,120.2,697,1297,1994,57.8,91.40,29.8,81.80,,,,,12.5,85.10,,,,
Adam Warren,- - -,21,111.1,710,1144,1854,48.2,92.20,25.6,86.60,,,10.1,79.00,16.1,84.00,,,,
Tyson Ross,- - -,135,773.1,4967,7822,12789,54.1,92.70,37.8,85.80,4.9,89.50,,,3.3,86.50,,,,
Jerad Eickhoff,Phillies,66,379.2,2182,3774,5956,52.5,90.80,17.0,82.90,,,26.8,75.60,3.8,83.80,,,,
Brett Myers,- - -,69,453.2,2505,4498,7003,46.8,88.80,23.2,83.00,,,21.3,75.80,8.6,82.60,,,,
Luis Castillo,Reds,46,259,1507,2755,4262,59.0,96.40,15.9,84.00,,,,,25.1,86.60,,,,
Junior Guerra,Brewers,60,320.2,2025,3208,5233,66.0,92.90,14.7,82.50,,,,,,,19.3,85.30,,
Chad Billingsley,- - -,97,578.1,3532,5962,9494,56.4,91.40,3.1,84.10,18.5,88.10,17.0,76.00,5.1,85.10,,,,
Yordano Ventura,Royals,93,546,3369,5532,8901,60.1,96.50,,,3.1,93.40,21.1,83.30,15.8,86.90,,,,
Dan Haren,- - -,193,1191,6703,12413,19116,38.2,88.80,,,38.3,85.00,8.7,77.60,,,14.7,83.90,,
Matt Shoemaker,Angels,93,529.1,2914,5341,8255,51.4,90.90,15.8,82.10,,,5.1,75.70,0.1,84.00,27.6,84.40,,
Jarred Cosart,- - -,72,386.1,2677,3942,6619,71.1,93.50,0.7,79.80,,,22.5,78.50,5.7,82.90,,,,
Sean Manaea,Athletics,80,459,2413,4746,7159,57.6,91.50,14.8,79.50,,,,,27.6,83.40,,,,
Ryan Vogelsong,- - -,146,836.2,5170,8630,13800,51.4,90.70,,,17.9,87.60,18.8,76.50,11.8,83.30,,,,
Chris Bassitt,- - -,30,168.2,1051,1810,2861,54.5,92.60,22.5,85.20,,,16.2,71.50,6.9,83.20,,,,
Anibal Sanchez,- - -,237,1407.2,8195,14789,22984,49.6,91.70,18.8,85.30,3.7,88.70,8.7,77.40,19.3,83.70,,,,
Shaun Marcum,- - -,103,618.2,3565,6324,9889,37.0,86.70,8.8,80.20,18.3,84.40,12.2,72.60,23.8,80.00,,,,
Josh Collmenter,- - -,78,454.2,2501,4688,7189,68.5,86.30,,,,,6.4,70.90,25.2,77.30,,,,
Jeff Karstens,Pirates,60,345.1,1657,3379,5036,53.8,89.00,16.2,79.60,1.0,85.80,16.8,71.00,12.1,80.30,,,,
Brandon McCarthy,- - -,141,845,4129,8676,12805,48.3,92.00,1.2,83.90,28.2,90.50,20.3,80.20,1.9,84.90,0.1,83.50,,
Drew Smyly,- - -,85,483,2871,5267,8138,54.2,90.30,5.8,79.80,14.7,84.90,20.2,76.60,5.1,80.90,,,,
Jayson Aquino,Orioles,2,11.1,63,113,176,45.5,88.70,24.4,85.10,,,9.1,77.00,21.0,80.80,,,,
Jake Odorizzi,- - -,158,859.2,5658,9659,15317,54.8,91.20,10.5,83.00,7.4,86.00,4.9,71.30,22.4,84.40,,,,
Trevor Bauer,- - -,150,882,5662,9191,14853,49.4,93.60,9.8,83.10,9.3,87.40,20.2,78.20,8.8,85.50,2.5,86.50,,
Steven Matz,Mets,71,388.2,2327,4265,6592,61.1,93.50,7.8,87.60,,,17.6,78.20,13.6,83.80,,,,
Mike Fiers,- - -,153,863,5078,9165,14243,50.8,89.30,4.1,81.90,11.1,86.10,18.1,72.80,16.0,82.70,,,,
Patrick Corbin,Diamondbacks,154,908,5036,9078,14114,59.5,91.70,30.5,80.90,,,2.0,72.50,8.0,82.80,,,,
J.A. Happ,- - -,231,1316,8392,14283,22675,68.8,91.40,12.1,84.50,,,8.0,77.30,11.1,84.00,,,,
Mike Leake,- - -,264,1627.1,8565,15820,24385,44.8,89.90,11.3,81.00,23.5,88.80,9.6,78.50,10.7,83.90,,,,
Dustin Moseley,- - -,30,176,1066,1685,2751,49.3,88.90,4.4,85.10,13.8,86.30,20.2,77.10,12.3,83.20,,,,
John Gant,- - -,28,135.1,827,1463,2290,56.1,92.80,4.7,83.90,,,14.3,75.80,24.9,81.40,,,,
Brett Oberholtzer,- - -,44,250.1,1363,2630,3993,56.7,89.60,,,2.5,82.50,17.1,79.10,23.7,80.70,,,,
Danny Duffy,Royals,158,889.2,5379,9565,14944,59.6,93.50,15.7,82.70,,,9.0,76.60,15.8,84.00,,,,
Taijuan Walker,- - -,93,518,3091,5516,8607,61.6,94.00,4.9,86.60,6.2,89.30,10.7,75.40,16.7,88.50,,,,
Brad Peacock,- - -,68,351.1,2296,3824,6120,56.9,92.20,21.9,82.40,,,14.0,76.20,7.1,80.50,,,,
Andrew Cashner,- - -,165,949.2,5653,9809,15462,65.0,93.90,16.3,85.70,,,6.1,80.90,12.5,84.70,,,,
Felix Pena,Angels,17,90,496,866,1362,58.1,92.40,,,,,34.9,82.00,7.1,85.20,,,,
Collin McHugh,- - -,111,645.2,3771,6879,10650,38.9,90.60,22.1,85.90,9.7,86.70,24.8,72.70,4.6,83.20,,,,
Jon Niese,- - -,189,1131.1,6320,11695,18015,51.4,89.70,0.4,80.20,23.8,87.00,16.9,74.40,7.6,82.80,,,,
Robbie Ray,- - -,113,613.2,4047,6869,10916,64.2,93.70,19.1,84.30,,,11.6,82.00,5.0,84.80,,,,
Steven Wright,Red Sox,44,263,1543,2654,4197,14.0,83.30,,,,,2.1,66.30,,,,,83.8,73.30
Tommy Hanson,- - -,100,575,3510,6027,9537,54.6,91.10,28.9,82.00,,,13.8,73.90,2.8,81.50,,,,
Tyler Matzek,Rockies,24,139,837,1310,2147,51.2,92.60,30.9,83.60,,,5.3,79.60,12.5,88.60,,,,
James Shields,- - -,287,1840,10969,18614,29583,39.9,91.20,0.2,80.90,20.1,86.80,17.3,77.90,22.6,84.30,,,,
Carlos Rodon,White Sox,83,488,3206,5049,8255,61.3,93.20,27.3,86.30,,,,,11.4,84.20,,,,
Gabriel Ynoa,- - -,7,31.1,162,301,463,53.8,94.00,32.8,85.40,,,7.1,82.20,6.3,85.40,,,,
Livan Hernandez,Nationals,62,387,2251,3684,5935,55.4,84.10,23.1,79.30,,,12.9,66.30,8.6,77.80,,,,
Kyle Lohse,- - -,168,1021.2,5495,10353,15848,51.1,89.40,24.3,83.70,,,7.9,74.40,16.7,79.90,,,,
John Lackey,- - -,213,1338.1,7247,13878,21125,58.7,91.50,24.4,84.10,0.0,,12.5,78.90,4.4,84.00,,,,
Mike Montgomery,- - -,56,292.2,1690,2896,4586,51.6,91.40,,,11.8,87.60,19.4,76.70,17.3,82.20,,,,
Wei-Yin Chen,- - -,170,990.1,5353,10526,15879,63.6,91.30,16.1,82.90,,,8.3,73.30,12.0,83.50,,,,
Chris Young,- - -,90,483.2,2933,5098,8031,64.0,85.50,31.3,79.00,,,0.8,69.20,3.8,78.60,,,,
Zach Davies,Brewers,80,454.2,2722,4618,7340,57.4,89.50,0.2,82.20,12.1,86.10,13.4,73.40,16.8,79.00,,,,
Drew Pomeranz,- - -,122,623,4138,6702,10840,59.2,90.70,,,5.9,86.00,32.4,79.20,2.5,83.30,,,,
Trevor Cahill,- - -,176,1029.1,6726,10011,16737,58.4,89.90,9.6,85.90,0.1,89.20,12.4,78.70,19.5,81.50,,,,
Jeremy Hellickson,- - -,216,1218,7254,12513,19767,51.8,90.50,,,5.0,87.00,15.3,76.50,27.9,80.30,,,,
Michael Pineda,- - -,117,680,3613,7333,10946,54.7,93.70,36.0,85.00,,,,,9.3,88.20,,,,
Ian Kennedy,- - -,277,1644.1,9749,17706,27455,62.4,90.90,1.1,83.50,7.6,86.00,13.8,77.50,15.1,82.00,,,,
Joe Ross,Nationals,48,268.1,1482,2790,4272,54.4,92.50,35.8,84.20,,,0.8,80.30,9.0,86.70,,,,
Charlie Morton,- - -,183,1035,6055,10473,16528,63.2,92.80,1.9,84.70,3.8,88.30,23.8,78.90,7.3,84.90,,,,
Seth Lugo,Mets,31,168.1,955,1751,2706,56.4,91.60,14.6,85.90,0.9,89.30,18.3,77.40,9.8,84.90,,,,
Sean Newcomb,Braves,49,263.1,1801,2936,4737,62.8,93.30,4.2,80.60,,,17.1,77.50,15.9,86.20,,,,
Ariel Pena,Brewers,5,24.1,179,264,443,58.3,91.60,35.5,82.90,,,,,6.2,86.00,,,,
Josh Beckett,- - -,107,650,3804,6640,10444,47.9,92.50,,,18.1,89.90,20.2,75.40,13.9,87.00,,,,
Vicente Padilla,Dodgers,16,95,492,974,1466,72.6,92.40,8.3,83.60,0.6,87.50,15.1,64.40,,,3.5,85.00,,
Jason Vargas,- - -,214,1274.2,7353,13034,20387,54.2,87.10,1.3,83.50,4.7,84.10,10.8,74.10,29.1,80.00,,,,
Francis Martes,Astros,4,17.2,122,193,315,53.3,95.30,,,,,38.7,84.60,7.9,89.20,,,,
Nathan Karns,- - -,54,293.2,1840,3138,4978,56.2,92.30,,,,,31.7,81.60,12.1,85.60,,,,
Joey Lucchesi,Padres,26,130,783,1375,2158,63.9,90.40,,,,,2.6,76.60,33.6,79.40,,,,
Eric Stults,- - -,88,515.1,2871,5314,8185,49.4,87.30,17.8,79.70,,,9.7,66.90,23.2,78.50,,,,
Brandon Cumpton,Pirates,15,83.2,433,853,1286,70.6,92.30,20.4,83.80,,,,,9.0,84.70,,,,
Brett Anderson,- - -,115,622.2,3566,6189,9755,51.1,90.90,29.1,81.90,,,10.2,75.90,9.6,83.50,,,,
Ricky Romero,Blue Jays,98,620.1,3879,5919,9798,52.1,91.40,2.3,82.60,13.5,91.00,12.1,76.50,20.0,84.00,,,,
German Marquez,Rockies,65,373.1,2063,3968,6031,59.9,95.00,10.2,85.70,,,23.9,81.20,6.1,85.60,,,,
Miguel Gonzalez,- - -,148,867.1,4946,9064,14010,56.0,91.20,16.7,85.50,,,11.3,77.10,,,16.0,83.80,,
Paul Clemens,- - -,19,94.1,597,936,1533,66.4,91.60,,,,,26.2,74.50,7.4,83.30,,,,
Jon Garland,- - -,54,322,1985,3186,5171,55.0,89.30,12.2,83.40,12.1,86.50,10.6,76.60,8.6,80.70,1.6,84.80,,
Mike Minor,- - -,138,808.1,4682,8400,13082,57.3,90.90,14.4,85.20,,,12.6,80.10,15.7,84.30,,,,
Alex Meyer,- - -,19,91.2,673,943,1616,58.0,95.60,,,,,37.6,84.90,4.5,89.60,,,,
J.D. Martin,Nationals,9,48,294,514,808,52.3,86.70,,,24.4,84.40,13.5,72.70,9.9,81.40,,,,
Jeff Niemann,Rays,60,346.2,2010,3407,5417,62.2,91.10,9.2,84.90,0.5,89.00,18.9,78.10,,,9.3,84.10,,
Eduardo Rodriguez,Red Sox,88,488.1,3135,5393,8528,62.9,93.50,11.7,85.00,6.8,88.90,,,18.7,87.00,,,,
Jake Peavy,- - -,162,1000.1,5500,10660,16160,50.5,90.40,10.9,82.10,19.6,86.20,9.1,79.40,9.8,83.00,,,,
Joe Kelly,- - -,79,431.1,2834,4416,7250,66.5,94.90,11.5,84.60,,,10.0,79.30,12.0,84.60,,,,
Andrew Albers,- - -,18,98,516,1101,1617,65.8,86.80,19.4,78.50,,,7.0,68.30,7.7,77.50,,,,
Kevin Gausman,- - -,137,788.1,4890,8632,13522,65.1,94.60,12.4,81.20,,,0.4,79.20,3.7,83.90,18.4,84.00,,
Jimmy Nelson,Brewers,104,605,3440,6240,9680,65.5,93.50,17.2,87.40,,,15.6,83.50,1.7,86.30,,,,
Dan Straily,- - -,132,737.2,4453,7794,12247,52.9,90.00,28.4,83.30,,,2.9,73.30,15.7,82.80,,,,
Gavin Floyd,- - -,104,626.2,3760,6249,10009,50.4,91.70,7.2,84.20,18.9,85.70,18.2,79.40,5.3,84.80,,,,
Ross Detwiler,- - -,69,374,2203,3777,5980,77.2,92.10,,,,,13.0,78.30,9.8,84.10,,,,
Francisco Liriano,- - -,242,1358.1,8893,13605,22498,47.5,92.70,32.4,85.50,,,,,20.1,85.30,,,,
Pablo Lopez,Marlins,10,58.2,335,615,950,60.5,92.40,,,,,20.3,78.50,19.2,85.40,,,,
Adalberto Mejia,Twins,25,117.1,769,1301,2070,56.8,92.50,15.1,85.50,,,10.4,81.60,17.7,83.20,,,,
Bartolo Colon,- - -,227,1363.1,6425,13800,20225,84.4,89.00,8.9,82.40,0.5,86.50,,,6.2,81.50,,,,
Mike Foltynewicz,Braves,96,542.1,3359,5960,9319,61.4,95.50,21.7,86.00,,,10.9,78.90,6.0,86.20,,,,
Roenis Elias,- - -,54,297,1821,3006,4827,52.6,92.00,0.2,77.10,,,22.6,78.80,24.6,85.40,,,,
Yovani Gallardo,- - -,256,1478.1,10020,15361,25381,55.7,91.50,23.0,87.30,,,17.5,79.40,3.9,85.20,,,,
Glenn Sparkman,Royals,3,13,99,142,241,54.8,93.50,17.8,86.70,,,15.8,80.20,11.6,85.20,,,,
Hunter Wood,Rays,8,13,97,148,245,52.7,94.40,,,21.6,87.70,15.5,75.00,10.2,86.80,,,,
Matt Garza,- - -,198,1181.2,6769,12282,19051,64.0,92.90,20.3,84.70,,,10.4,75.10,5.2,85.20,,,,
Parker Bridwell,Angels,21,119,626,1113,1739,44.0,92.40,20.7,79.60,25.6,90.10,,,9.7,84.40,,,,
Jeff Samardzija,- - -,203,1293.2,7095,13372,20467,49.7,94.40,19.6,85.70,14.0,92.20,4.1,79.90,,,12.6,85.10,,
Ryan Dempster,- - -,125,759.1,4788,8024,12812,51.8,90.20,31.2,84.60,3.7,87.50,,,,,13.3,81.50,,
Donovan Hand,Brewers,7,36.2,180,358,538,55.6,89.40,23.8,82.50,,,18.4,69.50,2.3,81.90,,,,
Randall Delgado,- - -,53,284.2,1820,2963,4783,65.2,92.10,2.4,84.20,,,9.5,78.40,22.9,82.50,,,,
Nick Tropeano,- - -,38,202.2,1304,2091,3395,50.8,90.70,,,,,24.0,79.90,17.3,82.10,8.0,81.70,,
Alex Sanabia,Marlins,24,129.1,755,1290,2045,56.6,89.80,17.3,82.90,,,,,26.1,82.00,,,,
Nathan Eovaldi,- - -,148,836,4794,9000,13794,56.2,95.90,20.3,85.80,5.2,92.90,7.6,75.90,5.8,87.50,5.0,88.30,,
Scott Baker,- - -,63,368.1,1832,3929,5761,65.1,90.80,15.6,82.90,,,13.4,81.00,6.0,83.00,,,,
Austin Pruitt,Rays,8,43,213,444,657,43.7,91.40,,,25.7,87.30,15.2,81.50,15.4,85.30,,,,
James McDonald,- - -,78,440.2,2862,4500,7362,65.2,92.20,9.3,79.70,,,19.4,76.30,6.1,81.60,,,,
A.J. Burnett,- - -,186,1147.2,6900,11470,18370,61.0,92.30,,,,,32.2,82.10,6.8,87.30,,,,
Tim Lincecum,- - -,181,1072.1,6933,11316,18249,50.8,90.50,16.0,82.60,,,9.7,76.70,23.4,83.10,,,,
Hector Santiago,- - -,137,728.1,4856,8108,12964,61.6,91.10,6.7,78.70,6.3,86.30,4.0,75.20,20.3,82.70,1.2,75.60,,
Scott Kazmir,- - -,147,819.1,4983,8875,13858,60.1,91.30,11.3,81.70,7.2,87.10,3.9,76.70,17.5,77.70,0.0,79.30,,
Jesse Hahn,- - -,50,276.2,1681,2801,4482,65.2,92.40,4.8,82.70,,,20.8,74.80,9.2,84.60,,,,
Clayton Mortensen,- - -,7,40.2,246,373,619,60.7,86.90,22.7,82.10,,,,,16.6,81.00,,,,
David Phelps,- - -,64,350.2,2196,3656,5852,54.6,90.40,,,21.1,87.00,16.2,79.70,8.0,82.60,,,,
Kyle McClellan,Cardinals,17,104.2,581,932,1513,58.7,88.80,,,14.4,84.60,16.7,72.10,10.2,81.50,,,,
Austin Bibens-Dirkx,Rangers,12,68.1,420,693,1113,43.4,89.80,5.8,79.80,25.9,86.40,7.5,79.80,17.4,83.90,,,,
Ben Sheets,- - -,29,168.2,1000,1718,2718,56.2,91.00,7.1,84.80,,,28.3,78.00,8.4,82.40,,,,
Alec Mills,Cubs,2,10.2,62,111,173,55.5,90.20,13.9,78.40,,,8.7,71.90,22.0,80.50,,,,
Carlos Silva,Cubs,21,113,588,1153,1741,54.6,90.50,14.4,79.50,,,,,31.0,81.50,,,,
Jake Westbrook,- - -,113,671.1,4125,6663,10788,63.0,90.20,10.2,79.20,13.5,85.80,,,9.3,79.70,4.1,83.30,,
Dillon Gee,- - -,128,762.1,4251,7718,11969,54.1,89.50,13.0,82.70,1.8,86.80,11.3,74.60,19.7,82.90,,,,
Vance Worley,- - -,97,542.2,3174,5629,8803,65.0,89.60,6.3,84.80,18.0,84.90,6.3,76.00,4.1,83.30,0.2,84.30,,
Marco Estrada,- - -,188,1084.2,6352,11601,17953,53.8,89.20,,,5.5,86.40,12.6,77.70,28.1,77.60,,,,
Wade LeBlanc,- - -,93,512.1,2982,5253,8235,43.9,86.70,0.0,79.00,22.2,83.30,7.8,73.50,26.2,76.50,,,,
Reynaldo Lopez,- - -,46,265.2,1615,2801,4416,61.1,95.40,13.0,83.90,,,9.6,77.20,16.3,83.80,,,,
Carlos Zambrano,- - -,64,373.2,2571,3831,6402,51.2,90.00,11.7,79.40,18.9,89.00,2.7,70.30,,,15.5,83.00,,
Chris Heston,- - -,33,184.2,1164,1777,2941,61.1,88.90,13.3,76.60,,,13.7,74.00,11.9,82.10,,,,
Chris Stratton,Giants,36,193,1196,2091,3287,62.0,91.20,12.4,83.60,,,15.7,77.70,9.9,84.10,,,,
Anthony DeSclafani,- - -,77,447.1,2500,4578,7078,59.9,92.90,27.7,86.80,,,7.4,80.50,5.1,86.60,,,,
Paul Maholm,- - -,123,732.1,4360,7344,11704,49.5,87.60,20.6,81.50,,,14.2,72.10,15.7,81.20,,,,
Bryan Mitchell,- - -,20,97.1,651,965,1616,53.2,94.50,,,20.7,91.10,21.0,81.10,5.1,87.80,,,,
Shane Bieber,Indians,19,110,561,1162,1723,57.1,93.00,22.9,83.70,,,16.1,80.00,4.0,87.90,,,,
Wade Miley,- - -,212,1226.2,7577,12653,20230,58.3,90.90,16.2,84.00,4.7,88.00,6.5,76.60,14.3,82.40,,,,
Blaine Hardy,Tigers,13,67.2,370,686,1056,34.0,87.50,32.6,83.20,,,9.4,75.20,24.1,79.40,,,,
A.J. Griffin,- - -,85,473.1,2866,5070,7936,56.2,88.50,11.7,82.40,0.9,83.50,19.1,67.30,12.1,80.60,,,,
Austin Gomber,Cardinals,11,57,334,606,940,48.0,92.10,24.3,88.70,,,19.3,77.60,8.5,83.20,,,,
Derek Holland,- - -,193,1123,6741,11738,18479,61.7,92.70,16.2,82.20,,,13.5,77.30,8.6,83.80,,,,
Aaron Harang,- - -,167,979,6054,10481,16535,58.9,89.70,19.8,81.60,5.0,87.80,8.5,74.40,7.9,83.10,,,,
Jake Faria,Rays,26,135,889,1405,2294,56.0,91.70,21.2,83.20,,,4.2,75.30,18.7,81.10,,,,
Colby Lewis,Rangers,161,997.2,5475,10392,15867,56.0,88.70,27.9,83.00,,,9.0,76.40,7.2,83.20,,,,
Carl Pavano,Twins,76,506,2447,4990,7437,59.3,89.20,17.4,83.20,,,,,22.8,80.80,0.6,82.70,,
Ivan Nova,- - -,189,1110,6117,10809,16926,62.8,92.80,4.2,86.60,0.3,86.90,26.4,80.30,6.3,86.20,,,,
Pat Misch,Mets,6,33.2,180,335,515,40.6,85.60,21.9,83.10,,,13.8,75.10,23.8,81.00,,,,
Albert Suarez,Giants,12,61,380,612,992,57.3,91.90,15.5,78.60,,,14.7,75.20,12.5,83.30,,,,
Adrian Sampson,- - -,5,27.1,153,250,403,60.1,91.10,18.9,86.10,,,1.2,82.00,19.9,85.90,,,,
Luis Mendoza,Royals,42,239.2,1474,2264,3738,66.9,91.90,,,,,24.7,81.70,8.4,82.80,,,,
Andrew Triggs,Athletics,27,132.1,857,1342,2199,47.7,89.40,21.6,75.80,27.1,82.90,,,3.6,82.90,,,,
Brent Suter,Brewers,34,174.1,928,1849,2777,69.6,86.10,8.4,76.10,,,9.9,73.50,12.1,80.00,,,,
Wily Peralta,Brewers,120,686.1,4362,6880,11242,65.3,95.10,28.6,84.70,,,0.7,80.60,5.4,84.30,,,,
Jorge De La Rosa,Rockies,145,818.1,5313,8415,13728,43.0,91.80,7.9,85.20,12.8,87.10,6.1,73.60,30.2,82.80,,,,
David Pauley,Mariners,15,86,521,831,1352,60.4,88.40,11.0,82.10,,,13.2,75.30,15.4,81.80,,,,
Rick Porcello,- - -,276,1686,9256,17470,26726,62.0,90.80,15.0,85.00,,,11.2,75.70,11.9,81.60,,,,
Tommy Milone,- - -,130,730.2,4303,7706,12009,48.5,87.40,0.5,78.90,13.0,86.00,11.6,74.90,26.5,80.60,,,,
Jakob Junis,Royals,46,270,1509,2754,4263,54.3,91.10,36.9,81.70,,,2.9,77.40,6.0,83.80,,,,
Chris Capuano,- - -,109,609,3428,6198,9626,53.7,88.10,11.7,80.40,2.3,84.20,4.5,75.10,27.8,78.00,,,,
Brandon Morrow,- - -,98,565,3499,6033,9532,59.3,93.50,21.2,87.30,1.1,89.20,7.2,80.70,11.3,85.70,,,,
Jose Urena,Marlins,80,438,2807,4415,7222,58.8,95.20,21.7,85.50,,,0.5,82.40,18.9,88.80,,,,
Matt Strahm,- - -,8,25,138,287,425,55.3,93.20,19.8,84.80,,,11.1,77.90,13.9,84.60,,,,
John Lannan,- - -,78,435,2676,4357,7033,61.8,89.10,11.7,80.80,,,8.4,74.00,18.1,84.00,,,,
